symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
HMC,HMC CAPITAL LIMITED,1320370339,Financial Services,2022-09-15,Designated Staff Member,restricted,clearance_required,workable,
HMC,HMC CAPITAL LIMITED,1320370339,Financial Services,2022-09-15,associates,associate,clearance_required,workable,
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Staff,all_staff,clearance_required,loan_margin_features_banned,
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Designated Person,restricted,clearance_required,loan_margin_features_banned,
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Designated Person who is not OIG Staff,restricted,blocked,loan_margin_features_banned,"hedging: deal at any time in financial products associated with OIG Securities, except for the type of dealing permitted by law o | derivatives: deal at any time in financial products associated with OIG Securities, except for the type of dealing permitted by law o"
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Board Members,director,notification_required,loan_margin_features_banned,
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Associate,associate,clearance_required,loan_margin_features_banned,
GCI,GRYPHON CAPITAL INCOME TRUST,1310058191,Not Applic,2022-04-06,Embargoed Staff,other,clearance_required,loan_margin_features_banned,
VUL,VULCAN ENERGY RESOURCES LIMITED,1301957205,Materials,2022-04-22,Staff,all_staff,unclear,workable,
VUL,VULCAN ENERGY RESOURCES LIMITED,1301957205,Materials,2022-04-22,Permanent Insiders,restricted,unclear,workable,
VUL,VULCAN ENERGY RESOURCES LIMITED,1301957205,Materials,2022-04-22,Directors,director,unclear,workable,
VUL,VULCAN ENERGY RESOURCES LIMITED,1301957205,Materials,2022-04-22,Associates,associate,unclear,workable,
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,1292571147,Capital Goods,2020-06-30,all,all_staff,clearance_required,blocked_loan,
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,1292571147,Capital Goods,2020-06-30,Restricted Person,restricted,clearance_required,blocked_loan,
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,1292571147,Capital Goods,2020-06-30,Director,director,notification_required,blocked_loan,
FDC,FDC CONSOLIDATED HOLDINGS LIMITED,1285412775,Capital Goods,2026-07-08,FDC Personnel,all_staff,available,loan_margin_features_banned,
FDC,FDC CONSOLIDATED HOLDINGS LIMITED,1285412775,Capital Goods,2026-07-08,Restricted Persons,restricted,clearance_required,loan_margin_features_banned,
FDC,FDC CONSOLIDATED HOLDINGS LIMITED,1285412775,Capital Goods,2026-07-08,Closely related parties,associate,clearance_required,loan_margin_features_banned,
ELD,ELDERS LIMITED,1283776967,"Food, Beverage & Tobacco",2019-03-08,Elders People,all_staff,blocked,blocked_hedge,"hedging: you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part of your remu | derivatives: Therefore, you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part o"
ELD,ELDERS LIMITED,1283776967,"Food, Beverage & Tobacco",2019-03-08,Designated Persons,restricted,blocked,blocked_hedge,"hedging: you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part of your remu | derivatives: Therefore, you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part o"
ELD,ELDERS LIMITED,1283776967,"Food, Beverage & Tobacco",2019-03-08,Directors,director,blocked,blocked_hedge,"hedging: you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part of your remu | derivatives: Therefore, you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part o"
ELD,ELDERS LIMITED,1283776967,"Food, Beverage & Tobacco",2019-03-08,Related Persons,associate,blocked,blocked_hedge,"hedging: you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part of your remu | derivatives: Therefore, you must not use, nor allow to be used, any Derivatives in relation to any Elders Securities issued as part o"
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,Employees,all_staff,unclear,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,Restricted Persons,restricted,clearance_required,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,Directors,director,unclear,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,"CEO, Senior Executives and other Directors",kmp,unclear,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,"Nominated Employees, Company Secretariat Staff and Relevant Finance Staff",other,unclear,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,Chair of the Board,director,unclear,loan_margin_features_banned,
NUF,NUFARM LIMITED,1268049981,Materials,2021-04-06,Connected Persons,associate,unclear,loan_margin_features_banned,
MAD,MADER GROUP LIMITED,1259428096,Commercial & Professional Services,2019-09-30,Employees,all_staff,clearance_required,workable,
MAD,MADER GROUP LIMITED,1259428096,Commercial & Professional Services,2019-09-30,Designated Person,restricted,clearance_required,workable,
MAD,MADER GROUP LIMITED,1259428096,Commercial & Professional Services,2019-09-30,Key Management Personnel,kmp,clearance_required,workable,
MAD,MADER GROUP LIMITED,1259428096,Commercial & Professional Services,2019-09-30,Associated Persons,associate,clearance_required,workable,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,Personnel,all_staff,clearance_required,enforcement_restricted,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,Chair of the Board,director,clearance_required,enforcement_restricted,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,Other Directors (including Chief Executive Officer),director,clearance_required,enforcement_restricted,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,"Senior Executives who report directly to the Chief Executive Officer, and other persons identified by the Company from time to time",kmp,clearance_required,enforcement_restricted,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,All other Personnel not listed above,all_staff,notification_required,enforcement_restricted,
PXA,PEXA GROUP LIMITED,1257943844,Real Estate Management & Development,2021-06-30,Associates,associate,clearance_required,enforcement_restricted,
KAR,KAROON ENERGY LTD,1253219693,Energy,2011-02-02,Designated Persons,restricted,blocked,blocked_hedge,"hedging: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth | derivatives: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth"
KAR,KAROON ENERGY LTD,1253219693,Energy,2011-02-02,Chairman,director,blocked,blocked_hedge,"hedging: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth | derivatives: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth"
KAR,KAROON ENERGY LTD,1253219693,Energy,2011-02-02,Non-executive Directors,director,blocked,blocked_hedge,"hedging: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth | derivatives: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth"
KAR,KAROON ENERGY LTD,1253219693,Energy,2011-02-02,Company Secretary,other,blocked,blocked_hedge,"hedging: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth | derivatives: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth"
KAR,KAROON ENERGY LTD,1253219693,Energy,2011-02-02,All other Designated Persons,kmp,blocked,blocked_hedge,"hedging: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth | derivatives: Designated Persons are not permitted to deal at any time in financial products such as options, warrants, futures or oth"
NCK,NICK SCALI LIMITED,1248748205,Consumer Discretionary Distribution & Retail,2026-05-29,Directors,director,unclear,workable,
NCK,NICK SCALI LIMITED,1248748205,Consumer Discretionary Distribution & Retail,2026-05-29,Officers,kmp,unclear,workable,
NCK,NICK SCALI LIMITED,1248748205,Consumer Discretionary Distribution & Retail,2026-05-29,all other employees,all_staff,unclear,workable,
NCK,NICK SCALI LIMITED,1248748205,Consumer Discretionary Distribution & Retail,2026-05-29,Connected Entities,associate,unclear,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Employees,all_staff,clearance_required,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Director or officer,director,clearance_required,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Managing Director,kmp,clearance_required,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Chair,director,clearance_required,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Contractors,other,clearance_required,workable,
GNG,GR ENGINEERING SERVICES LIMITED,1247132225,Materials,2015-05-28,Connected Person,associate,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Employees,all_staff,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Director or officer,director,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Managing Director,kmp,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Chair,director,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Contractors,other,clearance_required,workable,
ARU,ARAFURA RARE EARTHS LTD,1244861073,Materials,2015-05-25,Connected Person,associate,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Relevant Persons,all_staff,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Restricted Persons,restricted,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Employees,all_staff,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Director or officer,director,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Managing Director,kmp,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Chair,director,clearance_required,workable,
CXO,CORE LITHIUM LTD,1229984632,Materials,2021-08-06,Connected Person,associate,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,Directors,director,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,Chairman,director,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,Relevant Employee,all_staff,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,GDG's Executive Team,kmp,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,Associates,associate,clearance_required,workable,
GDG,GENERATION DEVELOPMENT GROUP LIMITED,1223747590,Insurance,2025-11-04,Investment Managers,other,clearance_required,workable,
JDO,JUDO CAPITAL HOLDINGS LIMITED,1217753683,Banks,2021-10-29,Representatives,all_staff,blocked,blocked_hedge,hedging: Entering into hedging transactions to limit the relevant person's exposure. Hedging transactions means transactions ente
JDO,JUDO CAPITAL HOLDINGS LIMITED,1217753683,Banks,2021-10-29,Restricted Class,restricted,blocked,blocked_hedge,hedging: Entering into hedging transactions to limit the relevant person's exposure. Hedging transactions means transactions ente
JDO,JUDO CAPITAL HOLDINGS LIMITED,1217753683,Banks,2021-10-29,Directors,director,blocked,blocked_hedge,hedging: Entering into hedging transactions to limit the relevant person's exposure. Hedging transactions means transactions ente
GLS,L1 GLOBAL LONG SHORT FUND LIMITED,1171988982,Not Applic,2026-08-25,Restricted Persons,restricted,blocked,blocked_hedge,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: Hedging arrangements include entering into transactions in financial products that operate to limit the economic risk as
GLS,L1 GLOBAL LONG SHORT FUND LIMITED,1171988982,Not Applic,2026-08-25,Directors,director,blocked,blocked_hedge,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: Hedging arrangements include entering into transactions in financial products that operate to limit the economic risk as
GLS,L1 GLOBAL LONG SHORT FUND LIMITED,1171988982,Not Applic,2026-08-25,Associated Parties,associate,blocked,blocked_hedge,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: Hedging arrangements include entering into transactions in financial products that operate to limit the economic risk as
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,1160947318,Health Care Equipment & Services,2024-12-16,Insiders,all_staff,blocked,workable,"hedging: Hedging or monetization transactions can be accomplished through a number of possible mechanisms, including through the  | derivatives: Hedging or monetization transactions can be accomplished through a number of possible mechanisms, including through the "
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,1160947318,Health Care Equipment & Services,2024-12-16,Directors,director,notification_required,workable,
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,1160947318,Health Care Equipment & Services,2024-12-16,Designated Persons,restricted,clearance_required,workable,
MC2,MARIMACA COPPER CORP.,1152888587,Materials,2025-03-31,Marimaca Personnel,all_staff,blocked,blocked_hedge,"hedging: Marimaca Personnel must not engage in hedging transactions. Certain forms of hedging or monetization transactions, such  | derivatives: Certain forms of hedging or monetization transactions, such as zero-cost collars and forward sale contracts, allow an em"
MC2,MARIMACA COPPER CORP.,1152888587,Materials,2025-03-31,"Directors, officers and senior employees",restricted,blocked,blocked_hedge,"hedging: Marimaca Personnel must not engage in hedging transactions. Certain forms of hedging or monetization transactions, such  | derivatives: Certain forms of hedging or monetization transactions, such as zero-cost collars and forward sale contracts, allow an em"
